"","id","u_id","u_description","u_name","u_screen_name","u_lang","u_statuses_count","u_followers_count","u_friends_count","latitude","longitude","type","place_type","area","c_country","c_state","c_county","c_geoid","hashtags","t_text","created_at"
"14",383671762627854336,80932486,"Advance your service and sales process in a Split Second during every customer interaction.","David Hamilton","Hotelville","en",1287,358,1002,40.01943758,-105.27948718,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","","all who know me understand my passion for historic hotels.    worth a visit when in boulder. [pic]: http://t.co/o8mory0ts0","2013-09-27 15:17:31"
"15",383673512151756800,770828689,"Real chill dude. No here to seek anything other than to interact with people I have respect for and admire. Also people that seem interesting. Love music","Jeffrey Barrero","JeffreySBarrero","en",4301,10636,1654,40.01762911,-105.28163628,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","","lunch (@ the kitchen boulder - @thekitchencomm) http://t.co/qmhgoh9psm","2013-09-27 15:24:28"
"16",383675538222874624,30212332,"","duggie57","Duggie57","en",5187,150,601,37.13130865,-122.10254786,"llp","city",336326108.488281,"USA","California",87,"1400000US06087120301","","opening woodbadge lunch. (@ boulder creek scout reservation) [pic]: http://t.co/cwfpoz83ew","2013-09-27 15:32:31"
"17",383703376279519232,1499483701,"http://Ask.fm/fabybabyyInstagram: fabybyy","fabi","fabybabyy12","en",1418,291,255,40.0043847,-105.27028204,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012401","","so it's all raining over here in boulder and there be people jogging and shit","2013-09-27 17:23:08"
"18",383706223561830400,259638703,"Socialpreneur. DJ. Outside of the Box Thinker. Time Person of the Year 2006. I live for #HouseMusic & coffee.","Cameron Dare","CameronDARE","en",8167,664,446,40.01760498,-105.28222366,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","","... is the cfo of a company with a 40b market cap, and just moved to boulder. had a ton of great advice to share.","2013-09-27 17:34:27"
"19",383678712367292416,139386853,"I don't go too fast, but I go pretty far. Nonprofit employed, trying to make the world a little better place..","Jono","ColoLocal","en",2554,288,950,40.016818,-105.273479,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","","okay here we go.. (@ boulder dental center) http://t.co/xyyenxhdbw","2013-09-27 15:45:08"
"20",383680208861413376,126676389,"Superpages Colorado is your expert on deals and coupons in the state of Colorado.","Superpages Colorado","sp_colorado","en",21147,1822,1971,40.016879,-105.279473,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","coupon ","007 locksmith boulder boulder, co 10% off! http://t.co/h71xoblagl boulder locks &amp; locksmiths #coupon","2013-09-27 15:51:04"
"21",383683409811607552,621485466,"Milso Strong","Bri Weinstein","QueeennnBee","en",8781,158,137,40.77298603,-73.52837171,"llp","city",17772478.4882812,"USA","New York",59,"1400000US36059518900","","its actually not a normal day at boulder creek unless cops arrive.","2013-09-27 16:03:48"
"22",383711143228739584,473536541,"H & R Block-Premium Director, Arapahoe County Democratic Party-Captain, Volunteer to Senate Majority Leader- Morgan Carroll, Co-Chair - Colorado Move to Amend.","Linda Cerva","LindaCerva","en",609,83,235,39.98513407,-105.23229274,"llp","admin",271243085439.969,"USA","Colorado",13,"1400000US08013012508","","leaving boulder. it's packed with traffic. all rainy. i need a helicopter.... lol","2013-09-27 17:54:00"
"23",383685690791190528,16366243,"• makeup artist • social media consultant • unpopular vine maker • ⚓Carpe Diem, Man⚓","Crystal Jade","crystaIjade","en",622,159,46,40.38384021,-105.54648235,"llp","city",15120878.5820312,"USA","Colorado",69,"1400000US08069002801","","@michelletater oh forgot to update ya. loveland and boulder roads are still closed and will be by the time you arrive. but there is","2013-09-27 16:12:51"
"24",383688685092212736,364481519,"Aiming to live out Matt. 22:37-40; Has a wonderful wife; Meteorologist posing as Software Eng. w/ NCAR; Former NSSLer; SvrWx & Photog Enthusiast; Football Fan","Kevin Manross","KmanWx","en",4185,309,365,39.98037114,-105.27123875,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012505","cowx ","nice way to clear your mind #cowx http://t.co/cqyejm5mhv","2013-09-27 16:24:45"
"25",383687336049254400,696373,"Master Rubyist @iTriage. Buddhist writer and poet in the off hours.","Mila Jacob Stetser","jstetser","en",19858,465,376,40.01918011,-105.27730954,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","","hmmm. @ boulder theater http://t.co/1bvwalftdp","2013-09-27 16:19:24"
"26",383721272527843328,47469857,"","Elizabeth Bartels","Barts_Rock","en",15,34,123,40.01762911,-105.28163628,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","","just posted a photo @ the kitchen boulder http://t.co/1ruai7ipeq","2013-09-27 18:34:15"
"27",383721259978473472,963701106,"","Mary Sarkisian","marysarkisian","en",1022,129,233,40.01828394,-105.27856184,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","","until next time ? @ boulder, colorado http://t.co/svpwnjil3v","2013-09-27 18:34:12"
"28",383593973979168768,70381121,"Denver City And Press","Denver CP","DenverCP","en",152436,2211,2,39.74601199,-104.99459343,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031001702","","with two stores opened in denver, dunkin' donuts eyes boulder return: dunkin' donuts, which opened two denver... http://t.co/bvoidgdhrt","2013-09-27 10:08:24"
"29",383599010931425280,120161415,"Green Streets transforms communities & people through car-free street experiences. We create measurable social & environmental impact.  Ciclovia is 9/22/13!","Boulder, CO Ciclovia","BoulderGreenSts","en",1483,1485,1997,40.008366,-105.28849,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012201","Boulder ","we recommend this week:  @boulderfringe festival. see programming guide for info. shows on through 9/29/13. #boulder http://t.co/4v8g2r0dpl","2013-09-27 10:28:25"
"30",383603095139516416,12572,"I take bits from bucket a, twiddle them a little and put them in bucket b. Sometimes, I put them back in bucket a. Senior Bit Twiddler @dojo4","Frederic Jean","fredjean","en",7537,471,593,40.01918011,-105.27730954,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","rmr13 ","there we go again... #rmr13 @ boulder theater http://t.co/ftlvg9bhgo","2013-09-27 10:44:39"
"31",383602921528901632,12572,"I take bits from bucket a, twiddle them a little and put them in bucket b. Sometimes, I put them back in bucket a. Senior Bit Twiddler @dojo4","Frederic Jean","fredjean","en",7536,471,593,40.01918011,-105.27730954,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","","there we go again... @ boulder theater http://t.co/ftlvg9bhgo","2013-09-27 10:43:58"
"32",383557862514896896,70381121,"Denver City And Press","Denver CP","DenverCP","en",152418,2211,2,39.74601199,-104.99459343,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031001702","","damage estimate to boulder at $48 million: the daily camera reports floodwaters caused about $48.91 million in... http://t.co/ehwoebdlpw","2013-09-27 07:44:55"
"33",383605876956741632,37093408,"Journalist and writer, editor of the anthology Hispanic New York http://ow.ly/kIhiQ Latino & Latin American Culture and Politics","Claudio I. Remeseira","HispanicNewYork","en",66420,4297,4263,40.780881,-73.959616742281,"p","city",86647543.1015625,"USA","New York",61,"1400000US36061015001","","americas latino festival 11/ 15-19 / 2013 boulder &amp; denver, co http://t.co/noxqduwbuf","2013-09-27 10:55:42"
"34",383730088501846016,920539489,"CRuby committer, contributor to sinatra, rails, rdoc, etc","Zachary Scott","_zzak","en",4053,472,236,40.018286,-105.27864,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","","rocky mountain ruby trout @ boulder cafe http://t.co/cbvrczvcaa","2013-09-27 19:09:17"
"35",383728832168996864,269788940,"Reliability Inspector ~ A Good Inspection Doesn't Cost $ It Saves Lives~Swagger Coach~Look Out Usher!!","Clark ","gulfcoastxtreme","en",103,8,24,30.63027576,-88.21027558,"llp","admin",180021344860.883,"USA","Alabama",97,"1400000US01097006801","","sometimes a pebble, sometimes a boulder!!  they are all rocks!!","2013-09-27 19:04:17"
"36",383771956723847168,43655359,"principal cofounder of Madelife and AIM House LLC and CU CRC...Daniel is a social entrepreneur  Loves #Phish, Cubs, NBA Nuggets and wife and 4 amazing kids","Danny Conroy","realdannyconroy","en",497,203,75,40.0164299,-105.25263214,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012203","","devlin going for his orange belt! @ boulder karate http://t.co/hssgerhevu","2013-09-27 21:55:39"
"37",383771715207057408,26011751,"911 Paramedic, photographer and weather enthusiast. Analyst for Colorado's premier weather group, http://Brendansweather.com.","Greg Moore","GMoore34","en",3284,163,279,39.645963,-106.532721042606,"p","city",20788395.796875,"USA","Colorado",37,"1400000US08037000503","cowx ","a dusting of snow in avon. up the hill in vail i70 is getting a bit slick with multiple accidents reported. #cowx http://t.co/z1rzfnjn1y","2013-09-27 21:54:41"
"38",383776362281963520,175842717,"","tom kelly","filmbabu","en",9,2,1,40.01824309,-105.27767533,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","boulder ","#boulder benefit at the lazy dog http://t.co/lpcxqxxzbn","2013-09-27 22:13:09"
"39",383777829566955520,57125609,"University of Colorado ΧΩ","Hannah Miller","haann143","en",4413,273,233,40.00657385,-105.28010471,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012401","","finished recruitment and abroad application and emily goodman booked a flight to boulder. time to celebrate ???❤️?","2013-09-27 22:18:59"
"40",383783326349135872,102754267,"Owner @HipsterMamaPros, Lover of #Music, #Animals, #MMA, #Snowboarding, Adrenaline sports, #Nature, No Fear-just DO IT, #Mama of 2. http://t.co/pLv26Cy3DB…","Pallas Dame","Hipster_Mama","en",700,666,1052,40.0171967,-105.28248212,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","Boulder Colorado ","at centro latin kitchen in #boulder #colorado and they make the yummiest drinks! http://t.co/ezexqmu2iw","2013-09-27 22:40:50"
"41",383811818654691328,70381121,"Denver City And Press","Denver CP","DenverCP","en",152571,2214,2,39.74601199,-104.99459343,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031001702","","first flooding, now erosion problems: erosion threatens to sweep away homes in areas of boulder county where the... http://t.co/af2p7izbgg","2013-09-28 00:34:03"
"42",383828007682457600,175842717,"","tom kelly","filmbabu","en",14,3,1,40.01828568,-105.27761821,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","boulder ","#boulder flood benefit lazy dog bar http://t.co/wknrcwfbiv","2013-09-28 01:38:22"
"43",383827676902875136,263177253,"High school sports editor, @denverpost. In 34th year of covering Colorado high school sports. Originally from the Philadelphia area.","Neil Devlin","neildevlin","en",10793,2995,1792,45.152402,-122.691363478125,"p","city",198595162.757812,"USA","Oregon",5,"1400000US41005023800","copreps ","yo: pomona got rolling again, won 44-8 over boulder. #copreps","2013-09-28 01:37:04"
"44",383830444501782528,395059251,"Colorado School of Mines","Brayton Sanders","Sanders__18","en",45,101,107,39.76351366,-105.23342581,"llp","city",23627739.2109375,"USA","Colorado",59,"1400000US08059009808","gunnabeagoodnight ","cu boulder here we come!! #gunnabeagoodnight","2013-09-28 01:48:03"
"45",383832762525831168,175842717,"","tom kelly","filmbabu","en",15,3,1,40.01833136,-105.27766971,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","boulder ","monocle stache  #boulder flood benefit at the lazy dogj http://t.co/7doebyhxyo","2013-09-28 01:57:16"
"46",383833359538860032,434249437,"I'm not fat, I'm Fluffy! -Gabriel Iglesias","JMares36","Chancho_Mares","en",2818,129,298,39.705961,-105.0029387,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031001302","","looks like my bro @ke_vin__ is havin a good night in boulder from all those pics","2013-09-28 01:59:38"
"47",383733203342606336,312850527,"Volleyball ♥ | Strength | Happiness | Love | Effort. Don't limit yourself [:","Pitufaaa♡","agomez95","en",12031,252,239,39.74663766,-104.8845908,"llp","city",140722712.5,"USA","Colorado",1,"1400000US08001007900","","cu boulder vs ucla !!!!! volleyball♡ &gt;&gt;","2013-09-27 19:21:39"
"48",383737377702690816,32140995,"Colorado-based environmental journalist - Forests, water, wildlife & climate. Looking for a good online journalism job.  bberwyn@comcast.net","Bob Berwyn","bberwyn","en",33762,3899,3371,39.5830905,-106.100622483656,"p","city",4797766.578125,"USA","Colorado",117,"1400000US08117000300","IPCC Colorado climate globalwarming cowx ","the #ipcc has spoken. what does it mean for #colorado? http://t.co/e4j1mhjft1 #climate #globalwarming #cowx","2013-09-27 19:38:15"
"49",383740684131651584,429533510,"","Melanie Brooks","melanielbrooks","en",1224,120,108,40.0050681,-105.26765549,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012300","","just another fall day ?? @ university of colorado boulder http://t.co/ljsnicaaq1","2013-09-27 19:51:23"
"50",383756978167623680,70381121,"Denver City And Press","Denver CP","DenverCP","en",152546,2215,2,39.74601199,-104.99459343,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031001702","","destructive emerald ash borer beetle discovered in boulder county: an invasive insect that could threaten... http://t.co/gdou2laseu","2013-09-27 20:56:08"
"51",383763529775321088,1065981986,"Navy veteran who enjoys fly fishing, weather & photography.  Also an Ordained Minister who Officiates Civil Union Ceremonies & Weddings","Richard Dalton","RichardDalton99","en",2486,132,331,39.7052876,-104.879356,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031007089","","@nwsboulder issued 1st frost advisory, that includes the denver metro area, of the new fall season.","2013-09-27 21:22:10"
"52",383764661180456960,209781350,"Nationwide Hopscotcher, Competitive Snowboarder, U o' CO, TGOD, Gym Freak & the Captain of #TeamReckless. Admit it, I'm that mobsta you've been waiting for.","Rob Mitch Powers","RockkkketPowers","en",4275,239,218,39.7428579,-104.9928288,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031001702","","@lunaadelrey boulder bound, but i'll give a shout out when i make it back tonight","2013-09-27 21:26:39"
"53",383764285341450240,1065981986,"Navy veteran who enjoys fly fishing, weather & photography.  Also an Ordained Minister who Officiates Civil Union Ceremonies & Weddings","Richard Dalton","RichardDalton99","en",2487,132,331,39.7052907,-104.8793866,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031007089","cowx colorfulcolorado ","stunning view of fresh early season snow at guanella pass summit. #cowx #colorfulcolorado http://t.co/cw4wcf8hic","2013-09-27 21:25:10"
"54",383787856855957504,842175284,"You can do anything if you set your mind to it 	*Stay Positive*","Jess","Xoxo_jess_2016","en",1194,35,40,39.81638231,-105.21905599,"llp","city",86078819.296875,"USA","Colorado",59,"1400000US08059009843","","pomona 44-8 boulder i believe we just won!!","2013-09-27 22:58:50"
"55",383789986232803328,58355410,"","Lauren Yurish","laurenyurish","en",1776,116,203,40.01147693,-105.02494203,"llp","admin",271243085439.969,"USA","Colorado",123,"1400000US08123002008","itsagodsent ","@cyurish guess what's coming to boulder?!? dunkinnnnnnn!!! ☕️??? #itsagodsent","2013-09-27 23:07:17"
"56",383792731614900224,1289098645,"","joshua scallan","scallan0601","en",382,9,30,34.67671866,-77.0935128,"llp","city",5922838.296875,"USA","North Carolina",31,"1400000US37031970802","","“@funny_truth: what do you say we go behind that rock and get a little boulder?” @dare_vay","2013-09-27 23:18:12"
"57",383791850777096192,626417646,"Hi","chadwick red elk","chadwickredelk","en",693,306,284,47.50854378,-117.5668893,"llp","city",10409003.4804688,"USA","Washington",63,"1400000US53063014002","","over the shoulder boulder holder","2013-09-27 23:14:42"
"58",383795627357777920,175842717,"","tom kelly","filmbabu","en",9,2,1,40.0183257,-105.27771518,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012204","boulder music ","#boulder #music flood benefit at the lazy dog http://t.co/jilixqhdlv","2013-09-27 23:29:42"
"59",383805390330142720,14615656,"","HughVandivier","HughVandivier","en",1775,289,346,39.77274664,-86.16333564,"llp","city",989261049.580078,"USA","Indiana",97,"1400000US18097391000","","how cool is it to listen to one friend's radio show in indy then switch over to another friend spinning on-air in boulder.","2013-09-28 00:08:30"
"60",383689013619462144,115437741,"Public Information Officer @CO DHSEM, VP Fire Life Safety Educators of Colorado,firefighter wife &mom of 4 active kids. Tweeting on my own behalf","Micki Trost","PIO3micki","en",590,524,372,40.0176616,-105.2495282,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012203","COFlood ","attending applicant briefing for #coflood in boulder","2013-09-27 16:26:04"
"61",383662462655938560,19950124,"Curly haired, fitness bloggin, personal trainer, fitness instructor, and bootcamp creator who loves her 3 kids, hubbie, and SURPRISES!","Jill Griffiths","StayfitJILL","en",2305,376,602,40.016602,-105.256497,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012203","boulder fitsocial ","love this specials menu @nativefoodscafe in #boulder...can't wait to try the lentil soup #fitsocial http://t.co/mkjdklncnp","2013-09-27 14:40:33"
"62",383693986268864512,36757848,"DU 2017 I think I play tennis. @King_Chrizzy ❤","Maureen Slattery","maureenlovesyou","en",2998,236,178,40.18197773,-105.09406583,"llp","city",62585349.1523438,"USA","Colorado",13,"1400000US08013013503","","@cshetty94 it was doubles against cu boulder shut up","2013-09-27 16:45:49"
"63",383666662869704704,372598525,"Player scores & team performance to be posted here as it happens.","John Sachs","mhswildcatgolf","en",480,38,45,33.37563205,-111.87732868,"llp","city",381021516.570312,"USA","Arizona",13,"1400000US04013422221","","mesquite players are all away from 1st tee. group includes boulder creek, deer valley and perry high schools.","2013-09-27 14:57:15"
"64",383666918693298176,36926573,"helicopters & what not","Andrew  Bajwa","heliBAJ","en",34014,329,488,38.75217913,-77.4555924,"llp","city",25903539.1425781,"USA","Virginia",683,"1400000US51683910301","aspenglow mountainsnow ","@sasha2strong how's boulder? rt @tomkierein: autumn and winter coexist in colorado today #aspenglow #mountainsnow http://t.co/qcjjl8cyse","2013-09-27 14:58:16"
"65",383697328152268800,7190722,"Mostly harmless, but doesn't like kippers for breakfast.","Tim Welbourn","foggathorpe","en",4914,262,343,40.02665424,-105.2482541,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012203","","free beer!!! (@ boulder beer company - @boulderbeerco) http://t.co/st5e3oqbaw","2013-09-27 16:59:06"
"66",383639923732905984,37564520,"Dan the Man keeping it classy since 1991.","Dan Mestas","danmestas3","en",2306,84,57,39.76004669,-104.99556473,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031001600","coflood ","i just got a text from @att saying this.they really do care about their customers!i'll never switch carriers #coflood http://t.co/ihrydezfjz","2013-09-27 13:11:00"
"67",383611154913697792,19409006,"The westernmost ski resort in Colorado. We're a hidden gem! Come play. Use hashtags: #PMR #GJCO 
 
 Tweets by @GMichna & @PabloSpencer","Powderhorn","SkiPowderhorn","en",1984,2790,137,39.0869828,-108.4413437,"llp","city",17823858.4335938,"USA","Colorado",77,"1400000US08077001705","COwx ","it's happening. snow #cowx   reported by forrest, ski patrol.","2013-09-27 11:16:41"
"68",383611843706499072,296667242,"Jesus lover, hairdresser, wife to @sweettweets12, and puppy mama.","Haley Sweetin","Haley_lynne2","en",2666,169,190,40.12685215,-105.14439491,"llp","admin",271243085439.969,"USA","Colorado",13,"1400000US08013013212","","bumper stickers in boulder ?","2013-09-27 11:19:25"
"69",383749171255058432,70381121,"Denver City And Press","Denver CP","DenverCP","en",152542,2215,2,39.74601199,-104.99459343,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031001702","","boulder flood victims facing housing crunch: boulder. colo. — soon, many boulderites who have been calling hotels... http://t.co/h5aamn7ynu","2013-09-27 20:25:06"
"70",383371135561519104,17338144,"Crozet, Virginia community and real estate blog written by Jim Duncan","realcrozetva","realcrozetva","en",5224,930,326,38.005838,-78.64578593351,"p","city",333955291.189453,"USA","Virginia",3,"1400000US51003011201","Crozet ","lee is talking about tourism centers in asheville and boulder.  the tourism center can’t be “static” - must be programmed. #crozet","2013-09-26 19:22:56"
"71",383344565207306240,751929486,"","Brian Wehlage","BrianWehlage","en",64,6,52,39.93214657,-105.01837878,"llp","city",75183621.2695312,"USA","Colorado",14,"1400000US08014030600","COflood ","please retweet! @katyperry responds to lakewood h.s. lip dub! they could win a concert for #coflood relief!   http://t.co/uiymaynfvs","2013-09-26 17:37:21"
"72",383286234681843712,255621458,"Photojournalist/sometime reporter for KMGH-TV 7 News/Denver, based in Northern CO.  I love all things video.  CSU graduate, outdoorsman, thrift store junkie.","Major King","Major7news","en",1256,449,144,40.304508,-105.0758854,"llp","city",10464085.0742188,"USA","Colorado",69,"1400000US08069002700","cowx LongsPeak WeldCounty ","a pastoral #cowx view of #longspeak/mt.meeker seen from littlebigthompsonriver se of berthoud in #weldcounty. http://t.co/agumyhvkau","2013-09-26 13:45:34"
"73",383287208964141056,70381121,"Denver City And Press","Denver CP","DenverCP","en",152295,2209,2,39.74601199,-104.99459343,"llp","city",404791784.425781,"USA","Colorado",31,"1400000US08031001702","","boulder begins curbside flood debris collection effort: images of the debris removal effort in boulder on... http://t.co/iiaco1xfp6","2013-09-26 13:49:26"
"74",383371522158522368,206181510,"boulder","Jenna Swiech","jennaswiech","en",8071,351,308,40.00338818,-105.27893577,"llp","city",66870550.265625,"USA","Colorado",13,"1400000US08013012401","","dunkins is coming to boulder omg omg omg omg","2013-09-26 19:24:28"
"75",383374093862436864,15365269,"","Jan Dowker","JLDowker","en",1750,540,1999,40.29234004,-105.0879484,"llp","city",10464085.0742188,"USA","Colorado",69,"1400000US08069002700","coleg coflood ","rt: @hickforco: latest highway info on estimated reopening dates can be found here: http://t.co/jiukrlq8pa. #coleg #coflood - @coloradodot","2013-09-26 19:34:41"
"76",381149034498764800,15821569,"AKA Desiree Kane! #Travel + #tech columnist & Miwok #native only here to love. Pay It Forward-er, habitual line stepper, good egg. Founder @ppldnc. #TEDx #TBEX","Desiree Kane","Dbirdy","en",27972,3941,3169,40.37482786,-105.50429401,"llp","city",15120878.5820312,"USA","Colorado",69,"1400000US08069002802","estespark colorado coflood ","guess i'm not going this way... highway 36 #estespark #colorado #coflood @ estes park, co http://t.co/z7ro0ch24v","2013-09-20 16:13:05"
"77",381121772927467520,52673585,"Volleyball is my passion, my everything, & my life. SENIOR14' LVHS #5 ❤-IG: _laaaatiah❤","OctoberBabyy♎","__admireLovely","en",11750,565,739,36.14543431,-115.03141631,"llp","city",99383148.6835938,"USA","Nevada",3,"1400000US32003004923","wildcatfamily ","road trip to boulder city with the team ! lol #wildcatfamily ?❤️???????","2013-09-20 14:24:46"
"78",381125411146448896,49428313,"Angel Investor | Board Member @thrivemetrics @nopsec @swooptalent @rsrpartners @talentinnovate @ihousenyc  | Adjunct Assoc Prof @ColumbiaSIPA","Adam Quinton","adamquinton","en",6184,1720,1682,41.5364455,-74.058137959132,"p","city",12515700.7011719,"USA","New York",71,"1400000US36071010300","boulderflood ","hope you, the family + team @raptmedia are all safe! rt @trautmanerika new flooding in our neighborhood #boulderflood http://t.co/w5wtlsj8nl","2013-09-20 14:39:13"
